AHR	CYP1A1
AHR	CYP1A2
AHR	CYP1B1
AHR	FOS
AHR	MYC
AHR	UGT1A6
AHR	ASAP1
AHR	ERG
AHR	VGLL4
AHR	ARHGAP15
AHR	ARID5B
AHR	CREB5
AHR	CTNNA1
AHR	CTNNA2
AHR	DOCK4
AHR	EPB41L2
AHR	FRMD4A
AHR	GAS7
AHR	KAZN
AHR	KDM4C
AHR	LHFPL2
AHR	MAP4K4
AHR	MAST4
AHR	MID1
AHR	MYO1B
AHR	NCOR2
AHR	NFATC2
AHR	NRP2
AHR	PHACTR3
AHR	PLCB1
AHR	RAPGEF4
AHR	RBMS1
AHR	RUNX1
AHR	SIPA1L2
AHR	SLCO3A1
AHR	SOS1
AHR	SULF2
AHR	TRIM37
AHR	TRIO
AHR	TRPS1
AHR	TSHZ2
AHR	UTRN
AHR	ZNF217
AHR	ZNF385D
AR	ABCE1
AR	ACAD10
AR	ACP3
AR	AHSG
AR	AKR1B1
AR	AKR1C3
AR	AKT1
AR	ALPG
AR	ANAPC10
AR	AP2M1
AR	APPBP2
AR	ATF6
AR	ATM
AR	ATP2B4
AR	BABAM2
AR	BANF1
AR	BTD
AR	C1orf21
AR	CCNG2
AR	CD4
AR	CDC6
AR	CDH2
AR	CDKL5
AR	CDKN1A
AR	CITED2
AR	COASY
AR	CPT2
AR	CRISP1
AR	CYCS
AR	DBI
AR	DDC
AR	DDT
AR	DHX15
AR	EEF1AKMT3
AR	EGFR
AR	EIF3I
AR	ELF3
AR	ERBB3
AR	ESRRA
AR	EYA2
AR	FAM13A
AR	FAM174B
AR	FKBP5
AR	FOXA1
AR	FXYD3
AR	GLRX
AR	GNL1
AR	GRB10
AR	GTF2F1
AR	H2BC21
AR	HES1
AR	HK2
AR	HLA-E
AR	HNRNPA1
AR	HSD17B11
AR	IFI35
AR	IGF1R
AR	IGFBP3
AR	IGHG1
AR	IL1R1
AR	JUN
AR	KCNH2
AR	KIAA1217
AR	KLF5
AR	KLK2
AR	KLK3
AR	KLK4
AR	KRT18
AR	KRT8
AR	LIFR
AR	LOC440157
AR	MED1
AR	MMP13
AR	MRPS27
AR	MT2A
AR	MUC1
AR	MYC
AR	NCOA2
AR	NDRG1
AR	NKX3-1
AR	NLGN4X
AR	NME7
AR	NPAT
AR	NPEPPS
AR	NUP214
AR	ORM1
AR	ORM2
AR	PEX6
AR	PGC
AR	PIGR
AR	PIN1
AR	PMAIP1
AR	PMEPA1
AR	PNPLA4
AR	PNRC1
AR	PPP2R5D
AR	PRAME
AR	PRKCD
AR	PRPS1
AR	PTGS2
AR	PTPN9
AR	PTPRM
AR	QSOX1
AR	RBMX
AR	RBPMS
AR	RELA
AR	RNASE4
AR	SCAP
AR	SCNN1A
AR	SDF2
AR	SERPINB5
AR	SERPINI1
AR	SLC25A11
AR	SMARCA2
AR	SMS
AR	SNAI2
AR	SORD
AR	SOX4
AR	SPDEF
AR	STK39
AR	STXBP2
AR	SUOX
AR	SUSD6
AR	TESK1
AR	THRA
AR	TMPRSS2
AR	TNFRSF1A
AR	TRPS1
AR	UBC
AR	UBE2D3
AR	UGT2B15
AR	VAPA
AR	VEGFA
AR	XPA
AR	ZBTB16
AR	ZCCHC9
AR	ZFHX4
AR	ZNF559
ARID2	AGTPBP1
ARID2	ATXN7
ARID2	BAZ2A
ARID2	BBX
ARID2	CACUL1
ARID2	CDK17
ARID2	CHD2
ARID2	CHD9
ARID2	CPSF6
ARID2	FOXJ3
ARID2	HNRNPH1
ARID2	HNRNPL
ARID2	JMJD1C
ARID2	LRP6
ARID2	MAP4K5
ARID2	MLLT10
ARID2	MSI2
ARID2	NCOA2
ARID2	NFAT5
ARID2	PAWR
ARID2	RBPJ
ARID2	RCOR3
ARID2	SIAH1
ARID2	SOS1
ARID2	TIAL1
ARID2	TNPO1
ARID2	USP3
ARID2	WAC
ARID2	ZCCHC2
ARID2	ZNF131
ARID3A	IGHV1-69
ARID3A	IGHV3-23
ARID3A	ACKR2
ARID3A	BAZ2A
ARID3A	BCAT1
ARID3A	CCR7
ARID3A	CIC
ARID3A	CYTH1
ARID3A	DDIT4
ARID3A	DENND3
ARID3A	ERN1
ARID3A	FOXK1
ARID3A	GAB2
ARID3A	GRK6
ARID3A	KCNAB2
ARID3A	MKNK2
ARID3A	MNT
ARID3A	PLIN2
ARID3A	PTK2B
ARID3A	SEC14L1
ARID3A	ST3GAL1
ARID3A	STK10
ARID3A	TGIF1
ARID3A	ZBTB7B
ARID3A	ZC3H3
ARNT	BHLHE40
ARNT	CYP1B1
ARNT	EPO
ARNT	LDHA
ARNT	UGT1A6
ARNT	VEGFA
ARNT	ANGPT1
ARNT	ESR1
ARNT	AFF1
